Writer,Count,TotalGrossWorldWide,AverageGrossPerFilm,WriterWeight
Brian Van Holt,1,8449214.821823463,8449214.821823463,5856549.431692233
Keenan Coogler,1,276148615.0,276148615.0,191411633.9027838
Pat McCormick,1,63107471.46292629,63107471.46292629,43742765.91679456
Fred Bauer,1,63107471.46292629,63107471.46292629,43742765.91679456
Pat Bradley,1,63107471.46292629,63107471.46292629,43742765.91679456
Henry S. Villard,1,49273350.70992989,49273350.70992989,34153684.121329285
James Nagel,1,49273350.70992989,49273350.70992989,34153684.121329285
Shirley Stoler,1,71469.04345724906,71469.04345724906,49538.56596970839
Giancarlo Giannini,1,71469.04345724906,71469.04345724906,49538.56596970839
Katie Cassidy,1,101358943.46401787,101358943.46401787,70256665.88661888
August Schellenberg,1,6543098.606716511,6543098.606716511,4535330.351371256
Jason James Richter,1,6543098.606716511,6543098.606716511,4535330.351371256
Sverre Anker Ousdal,1,432029.4669034268,432029.4669034268,299460.0069029265
Maria Mathiesen,1,432029.4669034268,432029.4669034268,299460.0069029265
Kayli Carter,1,12757012.629185006,12757012.629185006,8842487.336287202
Christina Aguilera,1,125091836.13325016,125091836.13325016,86707053.52682903
Patrick Jean,1,314803765.34981877,314803765.34981877,218205342.38188148
Sameer Sharma,1,3151688.1211116994,3151688.1211116994,2184583.7351528457
M.G. Sathya,1,3151688.1211116994,3151688.1211116994,2184583.7351528457
Tom Conti,1,7270666.964096386,7270666.964096386,5039642.306953747
Ryuichi Sakamoto,1,7270666.964096386,7270666.964096386,5039642.306953747
Jean-Louis Trintignant,1,39368288.31014748,39368288.31014748,27288018.045649778
Emmanuelle Riva,1,39368288.31014748,39368288.31014748,27288018.045649778
Peter Gaulke,1,1008259078.2103771,1008259078.2103771,698871937.3354923
Jim Hecht,1,1008259078.2103771,1008259078.2103771,698871937.3354923
Guillaume Bréaud,1,760979.0,760979.0,527470.4483153266
Benjamin Charbit,1,760979.0,760979.0,527470.4483153266
Hitesh Kewalya,1,8749846.349828655,8749846.349828655,6064931.32771646
R.S. Prasanna,1,8749846.349828655,8749846.349828655,6064931.32771646
Lloyd Adams,1,25626158.803769507,25626158.803769507,17762699.723414253
Philip Akin,1,25626158.803769507,25626158.803769507,17762699.723414253
Anna Carolina Arias,1,25626158.803769507,25626158.803769507,17762699.723414253
Robert Viharo,1,14077417.291990291,14077417.291990291,9757722.10550889
Jill Eikenberry,1,14077417.291990291,14077417.291990291,9757722.10550889
Ramon Bieri,1,39225879.121955924,39225879.121955924,27189307.51836897
Ray Loriga,1,3392242.6198629285,3392242.6198629285,2351323.4077332714
James Komack,1,35166534.91114437,35166534.91114437,24375584.523722604
Bruce Kirschbaum,1,35166534.91114437,35166534.91114437,24375584.523722604
Ron Hansen,1,242383.19992581464,242383.19992581464,168007.23164367594
Jim Shepard,1,242383.19992581464,242383.19992581464,168007.23164367594
Kyle Ward,1,102952391.62910248,102952391.62910248,71361159.9896157
Cory Goodman,1,102952391.62910248,102952391.62910248,71361159.9896157
Rick Calabash,1,6771099.2347289715,6771099.2347289715,4693368.34384399
Robert Lence,1,6771099.2347289715,6771099.2347289715,4693368.34384399
Mark Dindal,2,307062376.7633469,153531188.38167346,168671250.249925
Marty Feldman,1,19284290.05497573,19284290.05497573,13366851.28070662
Louise Lasser,1,19284290.05497573,19284290.05497573,13366851.28070662
Milo Machado-Graner,1,36051506.0,36051506.0,24988999.73883995
Swann Arlaud,1,36051506.0,36051506.0,24988999.73883995
Dougray Scott,1,5923173.672346725,5923173.672346725,4105631.1309540295
Riley Dandy,1,261942.41469306865,261942.41469306865,181564.64621356453
Sam Delich,1,261942.41469306865,261942.41469306865,181564.64621356453
Jonah Ray,1,261942.41469306865,261942.41469306865,181564.64621356453
Toshirô Yanagiba,1,1361454.1741850222,1361454.1741850222,943688.1222979168
Yoko Honna,1,1361454.1741850222,1361454.1741850222,943688.1222979168
Miki Imai,1,1361454.1741850222,1361454.1741850222,943688.1222979168
Wajdi Mouawad,1,9499036.221988846,9499036.221988846,6584230.175308363
Valérie Beaugrand-Champagne,1,9499036.221988846,9499036.221988846,6584230.175308363
Kevin Jordan,1,509346.15476590634,509346.15476590634,353051.8511050375
Derick Martini,1,509346.15476590634,509346.15476590634,353051.8511050375
Steven Martini,1,509346.15476590634,509346.15476590634,353051.8511050375
Peter Horton,1,1471732.117887324,1471732.117887324,1020126.9680531156
Carl Gottlieb,2,33214255.701080095,16607127.850540048,18244794.73608571
Grant Page,1,44536.96411042944,44536.96411042944,30870.67110384364
Margaret Gerard,1,44536.96411042944,44536.96411042944,30870.67110384364
Jill Gorey,1,182770117.29362372,182770117.29362372,126686591.49268578
Aaron Guzikowski,1,12506434.668350196,12506434.668350196,8668799.929224093
Henri Charrière,1,12506434.668350196,12506434.668350196,8668799.929224093
J.P. Auclair,1,6087163.172148859,6087163.172148859,4219299.990383315
Jonny Moseley,1,6087163.172148859,6087163.172148859,4219299.990383315
Daphne Zuniga,1,51356250.62046468,51356250.62046468,35597440.321705036
Peter Finch,1,126921593.8933919,126921593.8933919,87975344.95937897
Saskia Reeves,1,304015.1900587372,304015.1900587372,210727.27183660958
Shirley Sun,1,830125.2796786535,830125.2796786535,575398.9971207947
Mark Salzman,1,830125.2796786535,830125.2796786535,575398.9971207947
Robert Shaw,1,33788273.926380366,33788273.926380366,23420246.808057662
Mark Swift,1,129968360.89862354,129968360.89862354,90087202.91887835
Walter Hill,2,339165214.2796035,169582607.13980174,186305536.1481625
A.R. Murugadoss,1,1789133.1859455258,1789133.1859455258,1240132.6234843736
Arun Shekhar,1,1789133.1859455258,1789133.1859455258,1240132.6234843736
Chetan Bhagat,1,1877300.3126929004,1877300.3126929004,1301245.4188073876
Supratik Sen,1,1877300.3126929004,1877300.3126929004,1301245.4188073876
Abhishek Kapoor,1,1877300.3126929004,1877300.3126929004,1301245.4188073876
Julianne Phillips,1,96941825.91870968,96941825.91870968,67194953.31388664
Maria von Heland,1,8157265.464720194,8157265.464720194,5654185.557949814
Tinker Lindsay,1,8157265.464720194,8157265.464720194,5654185.557949814
Justin Chon,1,62868711.349064425,62868711.349064425,43577270.01704104
Jonathan Keltz,1,62868711.349064425,62868711.349064425,43577270.01704104
Adrian Zmed,1,112719056.04229066,112719056.04229066,78130895.89109224
Josh Trank,1,215825234.50411573,215825234.50411573,149598652.79021683
Jeremy Slater,1,215825234.50411573,215825234.50411573,149598652.79021683
John Tesh,1,40679434.63466129,40679434.63466129,28196835.42378806
Mitch Pileggi,1,40679434.63466129,40679434.63466129,28196835.42378806
John W. Richardson,1,286777383.8334685,286777383.8334685,198778935.0525259
Ryan Engle,1,286777383.8334685,286777383.8334685,198778935.0525259
Toby Jones,2,29439933.743827477,14719966.871913739,16171536.49427191
Kip Pardue,1,94188769.9496104,94188769.9496104,65286680.33098175
Ruocheng Ying,1,10301651.99435294,10301651.99435294,7140561.034995478
Rosie Huntington-Whiteley,1,1522289613.892913,1522289613.892913,1055170753.8655604
Elizabeth Cuthrell,1,2381407.077034814,2381407.077034814,1650665.6012121816
Denis Johnson,1,2381407.077034814,2381407.077034814,1650665.6012121816
David Urrutia,1,2381407.077034814,2381407.077034814,1650665.6012121816
Hriday Dubey,1,567576.0603841536,567576.0603841536,393413.7460085973
Mike Starr,1,39677723.12375,39677723.12375,27502501.914265458
Rahel Fabian,1,774607.5305291972,774607.5305291972,536917.0258268148
Leah Appet,1,774607.5305291972,774607.5305291972,536917.0258268148
Patton Oswalt,3,604278449.8952752,201426149.96509174,279235935.87869614
Yolanda Vazquez,1,43199666.78296897,43199666.78296897,29943727.231744062
Charles Gitonga Maina,1,43199666.78296897,43199666.78296897,29943727.231744062
Roberts Blossom,1,180493339.67495868,180493339.67495868,125108449.50554612
Kathleen Wilhoite,1,27655684.862791974,27655684.862791974,19169459.989098616
Carrie Snodgress,1,27655684.862791974,27655684.862791974,19169459.989098616
Katrina Kaif,1,42025750.74660971,42025750.74660971,29130030.640927535
Sunil Grover,1,42025750.74660971,42025750.74660971,29130030.640927535
Howie Long,1,15263536.360883435,15263536.360883435,10579877.19392056
Roger Rueff,1,6819925.7585594235,6819925.7585594235,4727212.31117361
Georgia Purdom,1,1957839.6295691906,1957839.6295691906,1357071.019224412
Voddie Baucham Jr.,1,1957839.6295691906,1957839.6295691906,1357071.019224412
Andrew J. Fabich,1,1957839.6295691906,1957839.6295691906,1357071.019224412
James Ferguson,1,39694245.0345749,39694245.0345749,27513954.0301712
Robert Shallcross,1,39694245.0345749,39694245.0345749,27513954.0301712
Alicia Witt,1,47898011.96221701,47898011.96221701,33200371.946037255
Ben McKenzie,1,47898011.96221701,47898011.96221701,33200371.946037255
Robert Prosky,2,114761808.54231636,57380904.27115818,63039366.5671828
Emory Cohen,2,80961120.3694631,40480560.18473155,44472440.87111509
Diane Guerrero,1,738767.4040217948,738767.4040217948,512074.54318729707
Miao Miao,1,282291001.32824737,282291001.32824737,195669211.66811845
Caiyu Yang,1,282291001.32824737,282291001.32824737,195669211.66811845
Xuan Huang,1,282291001.32824737,282291001.32824737,195669211.66811845
Lee Batchler,1,672917888.2999737,672917888.2999737,466431137.023479
Janet Scott Batchler,1,672917888.2999737,672917888.2999737,466431137.023479
Mamaengaroa Kerr-Bell,1,3307332.5520917685,3307332.5520917685,2292468.2336565377
Temuera Morrison,1,3307332.5520917685,3307332.5520917685,2292468.2336565377
Rena Owen,1,3307332.5520917685,3307332.5520917685,2292468.2336565377
Katt Williams,1,54925288.464731105,54925288.464731105,38071308.84077005
Delia Ephron,1,91799960.31874566,91799960.31874566,63630883.67045341
Tracy Smith,1,62125326.72841366,62125326.72841366,43061995.06316534
Yimou Zhang,1,203898078.4095287,203898078.4095287,141331378.17115548
Yongxian Quan,1,203898078.4095287,203898078.4095287,141331378.17115548
Yiran Pan,1,203898078.4095287,203898078.4095287,141331378.17115548
Jack Davies,1,11070489.271165049,11070489.271165049,7673478.425727177
Kate McNeil,1,13765877.4391716,13765877.4391716,9541779.134895554
Jason Beghe,1,13765877.4391716,13765877.4391716,9541779.134895554
John Pankow,1,13765877.4391716,13765877.4391716,9541779.134895554
Jenni Rivera,1,3902319.366020018,3902319.366020018,2704881.6662012483
Gina Rodriguez,2,22237070.979157932,11118535.489578966,12214959.72084395
Rakeysh Omprakash Mehra,1,16324497.312281746,16324497.312281746,11315279.286066497
Diana Penty,1,3616035.3314546547,3616035.3314546547,2506444.6948029413
Enrico Medioli,1,31752154.678101934,31752154.678101934,22008916.491829634
Gabriele D'Annunzio,1,31752154.678101934,31752154.678101934,22008916.491829634
Kiran Kotrial,1,36366271.734702736,36366271.734702736,25207178.720386032
Shiraz Ahmed,1,36366271.734702736,36366271.734702736,25207178.720386032
Athar Nawaaz,1,36366271.734702736,36366271.734702736,25207178.720386032
Cyril Collard,1,1438464.9136279398,1438464.9136279398,997067.8992156116
Megan Park,1,11152174.03287302,11152174.03287302,7730097.987999768
Tom Topor,1,83015206.94897887,83015206.94897887,57541756.64028508
Marcin Kowalczyk,1,118011796.7649488,118011796.7649488,81799544.20043753
Jóhannes Haukur Jóhannesson,1,118011796.7649488,118011796.7649488,81799544.20043753
Kodi Smit-McPhee,1,118011796.7649488,118011796.7649488,81799544.20043753
Bonnie Turner,2,499282201.20871574,249641100.60435787,274258780.8805795
Terry Turner,2,499282201.20871574,249641100.60435787,274258780.8805795
Rory Cochrane,1,15115.651603706341,15115.651603706341,10477.371291435466
Alice Coulthard,1,681045.8716262976,681045.8716262976,472065.02574975864
Andrew Robertson,1,681045.8716262976,681045.8716262976,472065.02574975864
Brian Deegan,1,8106333.335008337,8106333.335008337,5618882.095840127
Tony Hawk,1,8106333.335008337,8106333.335008337,5618882.095840127
Bob Burnquist,1,8106333.335008337,8106333.335008337,5618882.095840127
David Reynolds,1,300291277.5286179,300291277.5286179,208146052.36570558
Chris Williams,1,300291277.5286179,300291277.5286179,208146052.36570558
Theresa Saldana,1,1995156.9902065801,1995156.9902065801,1382937.4425361573
Peter Kwong,1,1995156.9902065801,1995156.9902065801,1382937.4425361573
Sarah Miles,1,8335184.901426056,8335184.901426056,5777509.913869296
Deborah Moggach,1,11441924.320324738,11441924.320324738,7930937.58281336
Judith C. Brown,1,4796330.18343728,4796330.18343728,3324562.7436841163
David Birke,1,4796330.18343728,4796330.18343728,3324562.7436841163
Katy Perry,1,43433055.51152033,43433055.51152033,30105499.970913913
Casey Hooper,1,43433055.51152033,43433055.51152033,30105499.970913913
Adam Marcello,1,43433055.51152033,43433055.51152033,30105499.970913913
Kim Greist,1,155344300.1790845,155344300.1790845,107676463.68519023
Robert J. Avrech,1,25823561.95087584,25823561.95087584,17899529.15826467
Cara Gee,1,130878155.78796113,130878155.78796113,90717824.68131053
Simon Stephenson,1,57432872.57868398,57432872.57868398,39809433.699373394
Enrico Casarosa,1,57432872.57868398,57432872.57868398,39809433.699373394
Azie Faison Jr.,1,5278553.114241245,5278553.114241245,3658814.2085722378
Austin Phillips,1,5278553.114241245,5278553.114241245,3658814.2085722378
Miki Lee,1,35718896.033894084,35718896.033894084,24758452.078607496
Lambert Wilson,1,10021808.403864145,10021808.403864145,6946588.239250398
Steve Shibuya,1,121632775.74988775,121632775.74988775,84309415.57471478
Tom Hickey,1,874331.9640216086,874331.9640216086,606040.7357350175
Keeley Hawes,1,874331.9640216086,874331.9640216086,606040.7357350175
Reginald Hudlin,1,43487458.706872255,43487458.706872255,30143209.392385546
Daryl G. Nickens,1,43487458.706872255,43487458.706872255,30143209.392385546
Maka Kotto,1,623375.7014634147,623375.7014634147,432091.10989894404
Eriq Ebouaney,1,623375.7014634147,623375.7014634147,432091.10989894404
John Erick Dowdle,1,58476927.855218,58476927.855218,40533117.67065169
Jaume Balagueró,1,58476927.855218,58476927.855218,40533117.67065169
Drew Dowdle,1,58476927.855218,58476927.855218,40533117.67065169
Ed Lauter,1,45639823.05163569,45639823.05163569,31635114.669496078
Alex O'Loughlin,1,108263011.75668634,108263011.75668634,75042201.35807535
Romane Bohringer,1,1672240.62769779,1672240.62769779,1159108.8763065164
Elena Safonova,1,1672240.62769779,1672240.62769779,1159108.8763065164
Patrick Marber,1,186334739.8927369,186334739.8927369,129157399.59702136
Andy Siara,1,1781125.2977732788,1781125.2977732788,1234581.9783755413
Max Barbakow,1,1781125.2977732788,1781125.2977732788,1234581.9783755413
Elizabeth Debicki,1,430077900.09586155,430077900.09586155,298107283.8725883
Bahare Seddiqi,1,1773029.613495327,1773029.613495327,1228970.4776435755
Amir Farrokh Hashemian,1,1773029.613495327,1773029.613495327,1228970.4776435755
Reza Naji,1,1773029.613495327,1773029.613495327,1228970.4776435755
Ernst Umhauer,1,21487322.42672718,21487322.42672718,14893876.957868425
Vincent Schmitt,1,21487322.42672718,21487322.42672718,14893876.957868425
Sammir Dattani,1,21965345.300399896,21965345.300399896,15225217.164997833
Bentley Kyle Evans,1,69135316.59468451,69135316.59468451,47920949.77472477
Kenny Buford,1,69135316.59468451,69135316.59468451,47920949.77472477
Lee Yeong-ran,1,61423195.41789419,61423195.41789419,42575314.72489591
Song Joong-ki,1,61423195.41789419,61423195.41789419,42575314.72489591
Park Bo-young,1,61423195.41789419,61423195.41789419,42575314.72489591
Richard L. Ramsey,1,1299478.0398418491,1299478.0398418491,900729.539515942
Stirling Silliphant,1,247595811.45869946,247595811.45869946,171620338.63104934
Karen Sillas,1,1800157.6654429573,1800157.6654429573,1247774.2103651592
Michael Robert Johnson,1,744265961.343069,744265961.343069,515885852.6916855
Anthony Peckham,1,744265961.343069,744265961.343069,515885852.6916855
Hanan Peled,1,378761.2158626761,378761.2158626761,262537.2688806708
Rubén Blades,1,1716209.0324847137,1716209.0324847137,1189585.4521182908
Luciana Pedraza,1,1716209.0324847137,1716209.0324847137,1189585.4521182908
Will Dalton,1,16449955.876411939,16449955.876411939,11402240.53607044
J.R. Moehringer,1,4766688.654117351,4766688.654117351,3304016.801208522
Michael Bortman,1,4766688.654117351,4766688.654117351,3304016.801208522
Allison Burnett,1,4766688.654117351,4766688.654117351,3304016.801208522
Jeff Garlin,1,272300696.4273587,272300696.4273587,188744459.99313325
Anamaria Marinca,1,349274.25272078044,349274.25272078044,242098.46351559076
Charlie Bass,1,1970627.0652173914,1970627.0652173914,1365934.5941905542
Dane Bowman,1,1970627.0652173914,1970627.0652173914,1365934.5941905542
Rodney Blake,1,1970627.0652173914,1970627.0652173914,1365934.5941905542
Malcolm Spellman,1,29916047.481637742,29916047.481637742,20736223.965394653
