Director,Count,TotalGrossWorldWide,AverageGrossPerFilm,Director_weight
Pierre Morel,5,501573850.5934007,100314770.11868015,179739939.26358068
Steve Gomer,2,42578964.43250854,21289482.21625427,23388886.78215813
Fatih Akin,2,40261998.72840446,20130999.36420223,22116163.284682475
Richard Kwietniowski,2,7005100.940360964,3502550.470180482,3847944.9882205436
John Carney,1,17297075.09549305,17297075.09549305,11989418.834374653
David Moreau,1,82097604.42093237,82097604.42093237,56905723.03509497
George A. Romero,5,184134929.32935047,36826985.865870096,65985100.648300484
Jonathan Prince,1,21538247.40155196,21538247.40155196,14929175.460588308
Marco Bellocchio,2,9618146.193907157,4809073.096953578,5283306.8014164055
Buck Henry,1,56203141.79883495,56203141.79883495,38957049.276473254
Raja Gosnell,10,2962478884.7041397,296247888.470414,710371411.3397046
Griffin Dunne,1,65825304.62735202,65825304.62735202,45626624.311948575
Michael Chapman,2,58152308.72643509,29076154.363217544,31943420.490641672
Terry Leonard,1,12194098.937394366,12194098.937394366,8452305.29792393
Benson Lee,1,21646307.004528735,21646307.004528735,15004076.669724088
Robert Ben Garant,2,93700807.13823536,46850403.56911768,51470429.09009296
Nick Bruno,1,204539563.65101677,204539563.65101677,141776021.85766375
Bob Fosse,2,178553222.27778453,89276611.13889226,98080382.08783129
Robert Aldrich,2,60907638.77971169,30453819.389855847,33456940.218574792
C. Jay Cox,1,1432476.965521739,1432476.965521739,992917.3698684594
Maurice Pialat,2,620298.9665816633,310149.4832908317,340734.03366737225
George Roy Hill,5,440251693.1437217,88050338.62874433,157765028.00678945
Maurizio Nichetti,1,3026432.9568064515,3026432.9568064515,2097763.4711640906
Laxman Utekar,1,16991094.8954967,16991094.8954967,11777329.521440016
Tom DiCillo,3,3944313.381376846,1314771.1271256155,1822659.7996974837
Patty Jenkins,3,1320753699.308111,440251233.10270363,610317801.9263566
Peter Manoogian,1,12792079.431678833,12792079.431678833,8866793.79156705
Steven Lisberger,2,115513999.51341113,57756999.75670557,63452549.68931776
Jon Watts,3,4640890592.968301,1546963530.9894335,2144546819.8687668
Barbra Streisand,3,370138734.8922479,123379578.29741597,171040413.6710578
James Dearden,2,38257136.60253462,19128568.30126731,21014880.200399537
Nancy Kelly,1,1673347.8496097936,1673347.8496097936,1159876.3440530759
John Stockwell,4,216367561.6586029,54091890.41465072,87057539.18856958
Mike Binder,6,153644451.24291185,25607408.540485308,49829716.16993607
Amol Palekar,1,3769341.5998463896,3769341.5998463896,2612708.5025008386
E. Elias Merhige,2,38153278.67992391,19076639.339961953,20957830.4053717
Pixote Hunt,1,28107192.81360324,28107192.81360324,19482421.452203844
Marc Singer,1,590723.7502090593,590723.7502090593,409458.50194720685
Preston A. Whitmore II,3,95772044.09273751,31924014.69757917,44256081.55956251
Rachel Talalay,3,96867484.2814703,32289161.427156765,44762282.411757305
Jeff Stanzler,1,35136.928135095455,35136.928135095455,24355.06267037883
Chris Columbus,12,4862152149.708219,405179345.8090182,1039264502.689527
Michael Cimino,5,437359571.7449896,87471914.34899792,156728630.8263224
Eddie Mensore,1,269857.3930774436,269857.3930774436,187050.8911648869
Phil Johnston,1,642300174.3054713,642300174.3054713,445208554.8929989
Kristopher Belman,1,1359162.852695968,1359162.852695968,942099.8992680225
Mick Garris,2,76115137.31423856,38057568.65711928,41810512.60354154
Mark A.Z. Dippé,1,166760351.8846355,166760351.8846355,115589467.73801947
Kevin Donovan,1,176811207.9563424,176811207.9563424,122556190.2863369
Hoyt Yeatman,1,415882571.10146964,415882571.10146964,288267831.60300463
Dennie Gordon,3,171667653.08041313,57222551.02680438,79327299.81735411
Bibo Bergeron,2,739461381.2175157,369730690.60875785,406190680.20052826
Tom Ropelewski,2,70847343.73254937,35423671.866274685,38916881.22203616
Jeremy Joe Kronsberg,1,18450453.608756874,18450453.608756874,12788879.898961894
Paolo Sorrentino,2,63344952.741160944,31672476.370580472,34795771.75327004
Justin Barber,1,4596546.270226827,4596546.270226827,3186083.0875210576
Harry Macqueen,1,4021456.3155120923,4021456.3155120923,2787461.1068421924
Alex Proyas,5,1177137511.3499725,235427502.2699945,421829456.50897205
Mark L. Lester,4,105246290.36609876,26311572.59152469,42346842.46456179
Claude Nuridsany,1,2783313.9159974507,2783313.9159974507,1929246.1934868933
Anil Sharma,1,8633716.134442529,8633716.134442529,5984435.996343749
Desmond Davis,1,137743834.17223322,137743834.17223322,95476750.29600011
Jeffrey Bloom,1,40640530.48126761,40640530.48126761,28169869.11955116
Claude Zidi,1,2985872.9293757505,2985872.9293757505,2069649.402507066
Sriram Raghavan,1,12635491.371603787,12635491.371603787,8758255.21921668
Brad Anderson,7,130762518.18337846,18680359.740482636,38844716.05788315
Jessie Nelson,3,264297881.1809209,88099293.72697364,122131554.1123485
Michael Dougherty,2,540724620.210532,270362310.105266,297023356.2743435
Don Bluth,9,928419054.147403,103157672.68304478,237529319.347938
Alain Berliner,2,5465741.419950764,2732870.709975382,3002365.3453200962
Fenton Bailey,3,4225274.523029743,1408424.8410099142,1952491.4151532224
Jean-François Richet,2,129581103.65458268,64790551.82729134,71179696.42705032
Bent Hamer,1,4225087.173958013,4225087.173958013,2928607.2622489836
Patricia Rozema,4,39359915.33517003,9839978.833792508,15836834.992654746
Art Linson,2,56944176.56385791,28472088.281928957,31279786.07057044
Paul Brickman,1,14152731.820581485,14152731.820581485,9809926.158657078
Bernard Deyriès,2,32439237.56189591,16219618.780947955,17819072.51026149
Jean-Marc Vallée,3,114654916.29548341,38218305.431827806,52981821.311700575
Marc Webb,5,2072678509.3337436,414535701.8667487,742748269.1528449
Harvey Miller,2,7987875.882661262,3993937.941330631,4387789.302523643
Abbas Kiarostami,1,10810834.114466008,10810834.114466008,7493499.1859433865
Rod Daniel,5,652127143.3917425,130425428.6783485,233690996.86255923
Jennifer Yuh Nelson,2,951669269.5954251,475834634.79771256,522757777.1626692
Thomas Carter,2,72627304.97191282,36313652.48595641,39894624.86749496
Niels Arden Oplev,3,228073149.70554745,76024383.23518248,105392173.78655101
William Friedkin,10,396391155.80136585,39639115.58013658,95050447.86751775
Stanley Nelson,1,750913.1434369687,750913.1434369687,520493.32821874064
Harmony Korine,2,47917821.098466456,23958910.549233228,26321553.552487634
Antoine Fuqua,12,2016923226.4806411,168076935.54005343,431108827.8175642
Greg Mottola,5,450188601.49034524,90037720.29806904,161325937.93177226
Mina Shum,1,1561326.355506073,1561326.355506073,1082228.9612529692
Tommy Wiseau,1,8608169.32178261,8608169.32178261,5966728.295176232
Kris Isacsson,1,43210201.13605111,43210201.13605111,29951029.088881973
Olivier Ducastel,1,643039.7742044135,643039.7742044135,445721.20647769305
Peter Bratt,2,2199960.3221677733,1099980.1610838866,1208451.7222578847
Michel Jetté,1,666582.5158420443,666582.5158420443,462039.791466468
Charles Crichton,1,160963305.44229925,160963305.44229925,111571261.34093902
Peter Richardson,2,1841557.9669782687,920778.9834891343,1011579.1064084936
Gary Ross,5,1654537901.1373873,330907580.22747743,592906790.3119249
Chris Rock,1,63955101.716130435,63955101.716130435,44330298.43696033
Tom Brady,3,115868940.63905494,38622980.21301831,53542819.678952396
Nikhil Nagesh Bhat,1,1930699.0,1930699.0,1338258.5683599059
Sunghoo Park,1,187520234.02316123,187520234.02316123,129979121.51109533
Kay Cannon,1,114086082.43593368,114086082.43593368,79078446.38159692
Sara Zandieh,1,168099.0,168099.0,116517.34790494625
Jeremy Saulnier,1,4843259.868296367,4843259.868296367,3357091.922428759
Jonathan Wacks,2,14527036.587139904,7263518.293569952,7979790.456281569
Paolo Virzì,1,13017681.91236945,13017681.91236945,9023169.51498508
James Goldstone,1,13918624.655048544,13918624.655048544,9647655.43691904
Fina Torres,1,18038418.561835077,18038418.561835077,12503278.967896167
Rupert Goold,1,6764149.911989436,6764149.911989436,4688551.440380279
Jamaa Fanaka,2,13771678.06603211,6885839.033016055,7564867.379461972
Demian Lichtenstein,1,32208214.358272165,32208214.358272165,22325032.973306697
Régis Wargnier,2,23200188.63654406,11600094.31827203,12744006.167762771
Daniel Schmid,1,53479.746602502404,53479.746602502404,37069.33557458485
Ariel Winograd,1,11521695.366111625,11521695.366111625,7986230.658290859
Matt Spicer,1,3911739.9614964095,3911739.9614964095,2711411.5253949054
Chloé Zhao,3,502842472.56553864,167614157.5218462,232362561.4163965
Paul Taublieb,1,240601.3195335938,240601.3195335938,166772.12627371305
Chris Renaud,2,977453709.2156677,488726854.60783386,536921328.2742789
Billy Wilder,1,24331051.366182618,24331051.366182618,16864999.654528685
Robert Kenner,1,6518803.953953266,6518803.953953266,4518490.58130573
John Wells,3,155398258.81193474,51799419.60397825,71809243.30627815
Rupert Wyatt,3,713703532.5843358,237901177.52811193,329801060.9110036
Damian Harris,3,72134270.36523655,24044756.788412184,33333110.75027502
Matthew Warchus,1,2344363.653817527,2344363.653817527,1624989.0568508306
Tibor Takács,1,4739486.909303749,4739486.909303749,3285161.9884846625
Anthony Perkins,1,40260714.52018248,40260714.52018248,27906600.75699334
Albert Pyun,5,137905709.39811614,27581141.879623227,49418772.13493739
Alison Chernick,1,876326.5320496083,876326.5320496083,607423.2649400606
Robert Duvall,2,39435381.6213196,19717690.8106598,21662097.428749118
Terence Davies,5,20714027.6649893,4142805.53299786,7422911.042919295
George Mendeluk,1,5969568.120948905,5969568.120948905,4137789.312196264
Paul Auster,1,2536456.2104461943,2536456.2104461943,1758137.470884543
Tommy Lee Wallace,3,54231341.02165033,18077113.67388344,25060200.751427885
Allan Burns,1,17817257.621186133,17817257.621186133,12349981.885435367
Bernie Olaf,1,2973996.598531698,2973996.598531698,2061417.3572671139
Gregory Smith,1,322003.3432188065,322003.3432188065,223195.7094829921
Sam Fell,1,123064040.5872654,123064040.5872654,85301492.76137769
Matt Johnson,1,2047650.0,2047650.0,1419322.824273572
Jennifer Westfeldt,1,17665661.251752697,17665661.251752697,12244903.289379455
Bob Swaim,2,43984846.27985968,21992423.13992984,24161146.319115818
John D. Hancock,2,51911076.5837676,25955538.2918838,28515073.32645922
Steven Shainberg,1,15759494.005102834,15759494.005102834,10923648.83668839
John Glen,7,1078661253.490994,154094464.7844277,320430431.4156595
Alan Taylor,4,583944364.7630346,145986091.19075865,234955549.85046878
Dan Fogelman,2,23634898.40288827,11817449.201444134,12982794.913417667
Louis Malle,6,110012441.8084612,18335406.968076866,35679054.506240286
Ryan Little,1,2170124.07576087,2170124.07576087,1504215.384578904
Ron Maxwell,4,221070368.71242547,55267592.17810637,88949758.18039072
Andy Cadiff,2,40602533.57078613,20301266.785393067,22303221.16596256
Wash Westmoreland,1,17319396.51688722,17319396.51688722,12004890.864680115
Len Wiseman,4,1160792417.1277814,290198104.28194535,467055831.14786744
Spike Jonze,4,303182362.5573975,75795590.63934937,121988297.17030409
Ben Younger,3,165424332.088189,55141444.02939633,76442272.92196019
Richard Pryor,1,50137240.632299274,50137240.632299274,34752486.98533377
Jaco Van Dormael,2,66896158.14301331,33448079.071506657,36746470.70029983
Seth Gordon,4,965134070.2693567,241283517.56733918,388330840.81833494
Kenji Nagasaki,1,25509707.209468473,25509707.209468473,17681981.629152782
Dave Filoni,1,96635528.2206379,96635528.2206379,66982643.92805619
Rodman Flender,2,10188898.66860554,5094449.33430277,5596824.642662095
Fred Savage,1,26742211.25192194,26742211.25192194,18536288.33120814
King Hu,1,32065.058953168045,32065.058953168045,22225.80520787686
Darren Doane,1,3583237.1373175182,3583237.1373175182,2483710.7190093272
Helen Hunt,1,12408981.67566629,12408981.67566629,8601250.662108114
Matt Maiellaro,1,8112525.056843282,8112525.056843282,5623173.870372831
François Ozon,6,191466459.95207104,31911076.658678506,62096087.93740462
Marco Brambilla,2,149978602.79458854,74989301.39729427,82384168.03370413
Geoffrey Johnson,1,122576790.63717017,122576790.63717017,84963756.83224119
Courtney Solomon,2,61642610.26843137,30821305.134215686,33860664.57323886
Jeremiah S. Chechik,5,331232661.71945554,66246532.34389111,118697851.6306895
Armyan Bernstein,2,3759843.576859148,1879921.788429574,2065305.1785036605
John Derek,2,148713107.32399878,74356553.66199939,81689023.59608227
Robert Radler,2,18112868.87141288,9056434.43570644,9949510.162584133
Jun Falkenstein,1,170151471.42624858,170151471.42624858,117940012.68723029
Michael Cuesta,3,93470468.84174636,31156822.947248787,43192527.9621818
Evan Spiliotopoulos,1,34670309.65853784,34670309.65853784,24031627.388955746
Don Taylor,2,185490281.03490826,92745140.51745413,101890951.08672573
Cedric Sundstrom,2,3051552.785365945,1525776.3926829726,1676236.6947612131
Nick Hurran,1,35544010.92280572,35544010.92280572,24637230.956934683
Ben Affleck,5,693400384.4515617,138680076.89031234,248481340.96149188
Ken Finkleman,2,95339318.25692913,47669659.128464565,52370473.31515111
Eric Leighton,1,618999396.870093,618999396.870093,429057686.7088116
Hal Needham,6,632136650.8502425,105356108.47504042,205013520.74655366
Sönke Wortmann,1,964128.9396761134,964128.9396761134,668283.2562327476
Andrew Hyatt,1,31447337.876411248,31447337.876411248,21797633.58515043
Rob Marshall,7,3550872498.859899,507267499.83712846,1054833111.9053942
Stephen Kay,2,139183183.6976555,69591591.84882775,76454177.99309763
Ceyda Torun,1,6395918.510485111,6395918.510485111,4433312.88263392
Lee H. Katzin,1,868902.2781161972,868902.2781161972,602277.1642583555
Silvio Soldini,1,17226122.31197445,17226122.31197445,11940238.112525856
Taika Waititi,3,1223825824.212484,407941941.4041613,565527613.0328896
Paul Nicholas,2,27534808.169007488,13767404.084503744,15125039.310295342
Yibai Zhang,1,121301337.71831068,121301337.71831068,84079680.2375968
James Lapine,2,35352754.253386185,17676377.126693092,19419485.130516924
Jon Lucas,4,469815672.2573419,117453918.06433548,189034788.69666997
Thomas K. Avildsen,1,66732497.68443523,66732497.68443523,46255442.62168936
Jody Hill,1,38309922.53507786,38309922.53507786,26554414.792659134
Hugh Johnson,1,21560823.256614644,21560823.256614644,14944823.850873739
William Reilly,1,324413.21201224177,324413.21201224177,224866.10324268116
George Hickenlooper,2,8851754.779977728,4425877.389988864,4862323.288780106
Tim Sullivan,1,437111.4137270341,437111.4137270341,302982.5440154655
Hanna Bergholm,1,529131.2573576396,529131.2573576396,366765.8391835867
Gordon Willis,1,7870463.753519418,7870463.753519418,5455389.760451228
Chuan Lu,1,31841913.160599485,31841913.160599485,22071132.33090415
John Moffitt,1,165732.67498239438,165732.67498239438,114877.13639070444
Chris Addison,1,116096779.9859108,116096779.9859108,80472155.71932235
Adam Wingard,2,585988802.8355303,292994401.41776514,321887249.90851384
Fernando Trueba,1,11767843.167526726,11767843.167526726,8156847.312842766
Steve Bendelack,1,341270454.7048644,341270454.7048644,236550653.48708725
James Marsh,2,166690200.54293025,83345100.27146512,91563951.3585074
Raj Kanwar,1,718818.9138792102,718818.9138792102,498247.3034885367
Michael Moore,5,93372155.714755,18674431.142951,33460088.832829744
Brian Koppelman,2,30104685.868894838,15052342.934447419,16536688.92103053
Michael Gottlieb,3,150562817.93947515,50187605.97982505,69574795.16793837
David Odell,1,318900.1302903226,318900.1302903226,221044.72619093632
Michael Sucsy,2,272916543.64949536,136458271.82474768,149914734.3170811
Paul Cox,2,7823971.497865647,3911985.7489328235,4297755.616872119
Andrzej Zulawski,2,4019233.84935527,2009616.924677635,2207789.848966265
Dennis Feldman,1,2344014.0132570425,2344014.0132570425,1624746.7044821212
David Stevens,1,6265414.913541843,6265414.913541843,4342854.682359762
Bille August,3,45097516.45745191,15032505.485817304,20839477.58849235
Michael Herz,2,2841903.9512419356,1420951.9756209678,1561075.3020244236
Frank Marshall,4,687510039.4188571,171877509.85471427,276626180.65494287
Brian Henson,3,172305734.71288735,57435244.90429578,79622156.14036517
Adrian Lyne,3,824877880.2249779,274959293.40832597,381174517.9894718
Rick Friedberg,1,52357068.948897384,52357068.948897384,36291154.72431088
Leila Conners,1,1447823.1294865487,1447823.1294865487,1003554.5201530778
Andrew Niccol,5,488734002.75599307,97746800.55119862,175138755.47435617
Dover Koshashvili,1,3214422.0056239413,3214422.0056239413,2228067.5503280796
Joan Freeman,1,21257337.99109045,21257337.99109045,14734463.894734157
Bruce Pittman,1,7197831.041707747,7197831.041707747,4989156.292706579
Kevin Willmott,1,1200362.963631551,1200362.963631551,832028.2038897898
Edward Yang,1,2116666.765598142,2116666.765598142,1467161.6007592909
